2025-06-05 09:59:08.543 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-06-05 09:59:08.581 [main] INFO  top.wxy.GatewayApplication - Starting GatewayApplication using Java 17.0.4.1 with PID 17228 (E:\微服务学习\MicroService_Learning\wxy-cloud\wxy-cloud-gateway\target\classes started by 笼中雀 in E:\微服务学习\MicroService_Learning\wxy-cloud)
2025-06-05 09:59:08.582 [main] INFO  top.wxy.GatewayApplication - No active profile set, falling back to 1 default profile: "default"
2025-06-05 09:59:08.607 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:121.4.51.19 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-06-05 09:59:08.613 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [449c0d49-2eef-468d-98ca-245653710893_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '121.4.51.19', server main port = 8848}, error = unknown
2025-06-05 09:59:08.613 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-06-05 09:59:08.613 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-06-05 09:59:09.215 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:121.4.51.19 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-06-05 09:59:09.218 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [449c0d49-2eef-468d-98ca-245653710893_config-0] Fail to connect server, after trying 6 times, last try server is {serverIp = '121.4.51.19', server main port = 8848}, error = unknown
2025-06-05 09:59:09.326 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=2f9e6b2d-9722-3933-8cd7-dbd35b025140
2025-06-05 09:59:09.924 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:121.4.51.19 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-06-05 09:59:09.926 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [449c0d49-2eef-468d-98ca-245653710893_config-0] Fail to connect server, after trying 7 times, last try server is {serverIp = '121.4.51.19', server main port = 8848}, error = unknown
2025-06-05 09:59:10.267 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
